CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL3729	12896	Carbonic anhydrase IV	P22748	SINGLE PROTEIN	Homo sapiens	614	845
CHEMBL3736	11848	Angiotensin-converting enzyme 2	Q9BYF1	SINGLE PROTEIN	Homo sapiens	71	75
CHEMBL3961	10120	MAP kinase p38 beta	Q15759	SINGLE PROTEIN	Homo sapiens	1195	2007
CHEMBL3967	20044	Phospholipase A2 isozyme DE-I	P00599	SINGLE PROTEIN	Naja melanoleuca	8	8
CHEMBL3971	17016	Glycerol-3-phosphate dehydrogenase	O35077	SINGLE PROTEIN	Rattus norvegicus	6	18
CHEMBL285	11203	Acyl coenzyme A:cholesterol acyltransferase 1	O70536	SINGLE PROTEIN	Rattus norvegicus	1642	2335
CHEMBL4089	20116	UDP-N-acetylmuramate dehydrogenase	P61431	SINGLE PROTEIN	Staphylococcus aureus	43	43
CHEMBL4097	20161	Cathepsin L2	Q94715	SINGLE PROTEIN	Paramecium tetraurelia	3	10
CHEMBL4110	17154	Alpha-galactosidase A	D3ZJF9	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL4135	10742	Geranylgeranyl transferase type I beta subunit	P53609	SINGLE PROTEIN	Homo sapiens	104	105
CHEMBL4136	11179	Phospholipase A2 group 1VB	P0C869	SINGLE PROTEIN	Homo sapiens	49	70
CHEMBL4141	12685	Pyruvate dehydrogenase kinase isoform 4	Q16654	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL4142	10264	Fibroblast growth factor receptor 2	P21802	SINGLE PROTEIN	Homo sapiens	1745	2626
CHEMBL4174	11854	Sialidase 4	Q8WWR8	SINGLE PROTEIN	Homo sapiens	64	94
CHEMBL4191	100193	Monoglyceride lipase	Q99685	SINGLE PROTEIN	Homo sapiens	706	1061
CHEMBL4203	30036	Dual specificity protein kinase CLK4	Q9HAZ1	SINGLE PROTEIN	Homo sapiens	2257	3484
CHEMBL4204	30037	MAP kinase signal-integrating kinase 2	Q9HBH9	SINGLE PROTEIN	Homo sapiens	1980	2852
CHEMBL4252	100236	Organophosphorus acid anhydrolase-2	Q44238	SINGLE PROTEIN	Alteromonas sp.	16	80
CHEMBL4253	100244	Rhizopuspepsin	P06026	SINGLE PROTEIN	Rhizopus microsporus var. chinensis	14	14
CHEMBL4273	11019	cGMP-dependent protein kinase 1 beta	Q13976	SINGLE PROTEIN	Homo sapiens	1209	2159
CHEMBL4290	18025	Trypsin II	P00763	SINGLE PROTEIN	Rattus norvegicus	22	22
CHEMBL4682	100482	S-ribosylhomocysteine lyase	Q9Z5X1	SINGLE PROTEIN	Vibrio harveyi (strain ATCC BAA-1116 / BB120)	12	12
CHEMBL4696	100664	Glycogen phosphorylase, muscle form	P00489	SINGLE PROTEIN	Oryctolagus cuniculus	813	1291
CHEMBL4712	10001	Neutral sphingomyelinase	O60906	SINGLE PROTEIN	Homo sapiens	10	22
CHEMBL4338	12690	Purine nucleoside phosphorylase	P00491	SINGLE PROTEIN	Homo sapiens	375	734
CHEMBL4379	100569	ADAM17	Q9Z0F8	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL4391	12570	Fructose-1,6-bisphosphatase	P19112	SINGLE PROTEIN	Rattus norvegicus	95	104
CHEMBL4409	100010	Phosphodiesterase 10A	Q9Y233	SINGLE PROTEIN	Homo sapiens	4553	7042
CHEMBL4414	18046	Plasmepsin 2	P46925	SINGLE PROTEIN	Plasmodium falciparum	528	616
CHEMBL4434	12800	Heme oxygenase 1	P14901	SINGLE PROTEIN	Mus musculus	12	18
CHEMBL4447	12584	Kallikrein 5	Q9Y337	SINGLE PROTEIN	Homo sapiens	77	146
CHEMBL4451	100246	Saccharopepesin	P07267	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	3	3
CHEMBL4483	100096	Activator of S phase kinase DBF4	Q9UBU7	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL4484	100018	Casein kinase I delta	Q06486	SINGLE PROTEIN	Rattus norvegicus	28	57
CHEMBL4498	12935	NADH-ubiquinone oxidoreductase chain 3	P03898	SINGLE PROTEIN	Bos taurus	9	15
CHEMBL4499	12936	NADH-ubiquinone oxidoreductase chain 4	P03905	SINGLE PROTEIN	Homo sapiens	15	18
CHEMBL4508	100450	Glutaminyl-peptide cyclotransferase	Q16769	SINGLE PROTEIN	Homo sapiens	496	820
CHEMBL4509	100451	Fructose-1,6-bisphospate aldolase	Q9U5N6	SINGLE PROTEIN	Leishmania mexicana	1	1
CHEMBL4522	30042	BMP-2-inducible protein kinase	Q9NSY1	SINGLE PROTEIN	Homo sapiens	143	203
CHEMBL4523	30043	Serine/threonine-protein kinase PIM2	Q9P1W9	SINGLE PROTEIN	Homo sapiens	4057	5752
CHEMBL4565	12505	DNA polymerase beta	Q8K409	SINGLE PROTEIN	Mus musculus	22	44
CHEMBL4610	11499	Xaa-Pro aminopeptidase 2	O43895	SINGLE PROTEIN	Homo sapiens	21	41
CHEMBL4614	10455	Dihydrofolate reductase	P07382	SINGLE PROTEIN	Leishmania major	70	70
CHEMBL4617	10911	Phenylethanolamine N-methyltransferase	P11086	SINGLE PROTEIN	Homo sapiens	264	417
CHEMBL5094	101068	Beta-lactamase SHV-1	P0AD64	SINGLE PROTEIN	Klebsiella pneumoniae	21	117
CHEMBL4752	100578	Farnesyl diphosphate synthase	Q8WS26	SINGLE PROTEIN	Trypanosoma cruzi	44	49
CHEMBL4786	19620	Geranyltranstransferase	Q08291	SINGLE PROTEIN	Geobacillus stearothermophilus	1	9
CHEMBL4791	11192	Endothelin-converting enzyme 1	P42892	SINGLE PROTEIN	Homo sapiens	511	659
CHEMBL4793	20154	Dipeptidyl peptidase IX	Q86TI2	SINGLE PROTEIN	Homo sapiens	1375	1527
CHEMBL4811	10834	Uridine phosphorylase 1	Q16831	SINGLE PROTEIN	Homo sapiens	36	97
CHEMBL4822	12252	Beta-secretase 1	P56817	SINGLE PROTEIN	Homo sapiens	8545	15618
CHEMBL4825	12077	MAP kinase p38 alpha	P70618	SINGLE PROTEIN	Rattus norvegicus	69	69
CHEMBL4841	100215	UDP-N-acetylmuramoylalanine-D-glutamate ligase	P0A091	SINGLE PROTEIN	Staphylococcus aureus	26	26
CHEMBL4866	10870	Glutathione S-transferase A3	Q16772	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL4943	10208	Kallikrein 12	Q9UKR0	SINGLE PROTEIN	Homo sapiens	1	2
CHEMBL4953	100199	Replication protein E1	P04014	SINGLE PROTEIN	Human papillomavirus type 11	51	53
CHEMBL4958	11163	Dynamin-1	Q05193	SINGLE PROTEIN	Homo sapiens	200	212
CHEMBL4965	11888	7-dehydrocholesterol reductase	Q9Z2Z8	SINGLE PROTEIN	Rattus norvegicus	10	10
CHEMBL332	13000	Matrix metalloproteinase-1	P03956	SINGLE PROTEIN	Homo sapiens	5214	6763
CHEMBL4983	10769	Transketolase	P29401	SINGLE PROTEIN	Homo sapiens	62	107
CHEMBL4994	11737	Pyruvate kinase isozymes M1/M2	P11980	SINGLE PROTEIN	Rattus norvegicus	25	66
CHEMBL5014	20025	Serine/threonine-protein kinase RIPK2	O43353	SINGLE PROTEIN	Homo sapiens	398	695
CHEMBL5028	100155	ADAM10	O14672	SINGLE PROTEIN	Homo sapiens	207	353
CHEMBL5033	100030	5-enolpyruvylshikimate-3-phosphate synthase	P0A6D3	SINGLE PROTEIN	Escherichia coli K-12	57	102
CHEMBL5077	20168	Butyrylcholinesterase	Q9N1N9	SINGLE PROTEIN	Equus caballus	578	814
CHEMBL5089	101063	Glutamine synthetase	P0A1P6	SINGLE PROTEIN	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1	1
CHEMBL5203	100305	dUTP pyrophosphatase	P33316	SINGLE PROTEIN	Homo sapiens	374	607
CHEMBL5206	100178	Lysozyme	P00720	SINGLE PROTEIN	Enterobacteria phage T4	20	21
CHEMBL5216	101114	Uridine 5'-monophosphate synthase	P11172	SINGLE PROTEIN	Homo sapiens	17	19
CHEMBL5225	101123	Penicillin-binding protein 3	Q51504	SINGLE PROTEIN	Pseudomonas aeruginosa	6	6
CHEMBL5118	101075	Replicase polyprotein 1ab	P0C6X7	SINGLE PROTEIN	SARS coronavirus	72	102
CHEMBL5126	101083	Trans-sialidase	Q26966	SINGLE PROTEIN	Trypanosoma cruzi	36	51
CHEMBL5181	101099	Chitinase C1	Q700B8	SINGLE PROTEIN	Serratia marcescens	10	10
CHEMBL5182	101100	PROBABLE FATTY-ACID-CoA LIGASE FADD19 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE)	P9WQ51	SINGLE PROTEIN	Mycobacterium tuberculosis	1	1
CHEMBL5247	100104	Serine/threonine-protein kinase ILK-1	Q13418	SINGLE PROTEIN	Homo sapiens	343	504
CHEMBL5250	100083	Tyrosine-protein kinase JAK3	Q62137	SINGLE PROTEIN	Mus musculus	13	17
CHEMBL5256	30029	CaM-kinase kinase alpha	Q8N5S9	SINGLE PROTEIN	Homo sapiens	193	273
CHEMBL5259	101129	DNA polymerase alpha subunit B	Q58D13	SINGLE PROTEIN	Bos taurus	1	2
CHEMBL5275	100907	Bone morphogenetic protein receptor type-1A	P36894	SINGLE PROTEIN	Homo sapiens	146	187
CHEMBL5284	30032	CaM-kinase kinase beta	Q96RR4	SINGLE PROTEIN	Homo sapiens	418	543
CHEMBL5298	101144	Glutamate racemase	Q836J0	SINGLE PROTEIN	Enterococcus faecalis (strain ATCC 700802 / V583)	35	37
CHEMBL5310	100908	Activin receptor type-1B	P36896	SINGLE PROTEIN	Homo sapiens	354	598
CHEMBL5312	100910	Multifunctional protein ADE2	P38024	SINGLE PROTEIN	Gallus gallus	8	8
CHEMBL5327	20036	Matrix metalloproteinase 13	O77656	SINGLE PROTEIN	Bos taurus	28	37
CHEMBL5334	100951	Non-receptor tyrosine-protein kinase TNK1	Q13470	SINGLE PROTEIN	Homo sapiens	499	917
CHEMBL5335	100952	Baculoviral IAP repeat-containing protein 3	Q13489	SINGLE PROTEIN	Homo sapiens	154	294
CHEMBL5361	100928	Group IIF secretory phospholipase A2	Q9QZT4	SINGLE PROTEIN	Mus musculus	14	14
CHEMBL5363	100930	Cytokinin dehydrogenase 1	Q9T0N8	SINGLE PROTEIN	Zea mays	12	36
CHEMBL5367	100934	DNA polymerase lambda	Q9UGP5	SINGLE PROTEIN	Homo sapiens	103	183
CHEMBL5370	100937	Serine/threonine-protein kinase KIN28	P06242	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	2	2
CHEMBL5375	12097	Hepatitis C virus NS5B RNA-dependent RNA polymerase	Q8JXU8	SINGLE PROTEIN	Hepatitis C virus	1350	1903
CHEMBL5381	100962	Insulin-like growth factor 1 receptor	Q60751	SINGLE PROTEIN	Mus musculus	35	35
CHEMBL5384	100965	Myeloblastin	Q61096	SINGLE PROTEIN	Mus musculus	9	11
CHEMBL5407	100855	Serine/threonine-protein kinase PIM3	Q86V86	SINGLE PROTEIN	Homo sapiens	2726	4138
CHEMBL5528	100072	Ribosomal protein S6 kinase alpha 1	Q63531	SINGLE PROTEIN	Rattus norvegicus	11	11
CHEMBL5420	100980	Mobilization protein A	P07112	SINGLE PROTEIN	Escherichia coli	1	1
CHEMBL5427	101183	Homeodomain-interacting protein kinase 1	Q86Z02	SINGLE PROTEIN	Homo sapiens	730	1291
CHEMBL5433	101189	Tryptophan 5-hydroxylase 2	Q8IWU9	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL5436	101192	Squalene epoxidase	A7L861	SINGLE PROTEIN	Sus scrofa	2	2
CHEMBL5467	100993	Bone morphogenetic protein receptor type-2	Q13873	SINGLE PROTEIN	Homo sapiens	121	159
CHEMBL5484	101212	Glycylpeptide N-tetradecanoyltransferase	P14743	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	3	5
CHEMBL5510	101004	Mitogen-activated protein kinase 3	Q63844	SINGLE PROTEIN	Mus musculus	95	212
CHEMBL1075060	102561	Arginase-1	Q2KJ64	SINGLE PROTEIN	Bos taurus	2	3
CHEMBL1075062	102582	Thymidine kinase	A3RLP8	SINGLE PROTEIN	Macacine herpesvirus 1	20	49
CHEMBL1075063	102583	Gil1	A4KCT8	SINGLE PROTEIN	Citrobacter gillenii	15	54
CHEMBL1075088	102616	Cysteine synthase	P45040	SINGLE PROTEIN	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	14	28
CHEMBL5808	101338	PITSLRE serine/threonine-protein kinase CDC2L1	P21127	SINGLE PROTEIN	Homo sapiens	114	157
CHEMBL5829	101580	Angiogenin	P03950	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL5572	101023	Clostripain	P09870	SINGLE PROTEIN	Clostridium histolyticum	6	6
CHEMBL5575	101026	Lysyl-tRNA synthetase	Q15046	SINGLE PROTEIN	Homo sapiens	116	120
CHEMBL5589	101249	Cyclin-dependent protein kinase PHO85	P17157	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	4	4
CHEMBL5615	101041	Serine/threonine-protein kinase MRCK gamma	Q6DT37	SINGLE PROTEIN	Homo sapiens	102	140
CHEMBL1075312	103159	6-phosphofructokinase, muscle type	P00511	SINGLE PROTEIN	Oryctolagus cuniculus	5	5
CHEMBL5622	101479	Cathepsin G	P28293	SINGLE PROTEIN	Mus musculus	9	11
CHEMBL1075099	103149	Aminodeoxychorismate lyase	P28305	SINGLE PROTEIN	Escherichia coli K-12	13	31
CHEMBL5656	101275	Sn1-specific diacylglycerol lipase beta	Q91WC9	SINGLE PROTEIN	Mus musculus	25	38
CHEMBL5663	101491	Putative uncharacterized protein	P9WP15	SINGLE PROTEIN	Mycobacterium tuberculosis	45	49
CHEMBL5681	102430	UMP-CMP kinase	P30085	SINGLE PROTEIN	Homo sapiens	8	21
CHEMBL5683	101281	Serine/threonine-protein kinase DCLK1	O15075	SINGLE PROTEIN	Homo sapiens	721	770
CHEMBL5698	101503	NUAK family SNF1-like kinase 2	Q9H093	SINGLE PROTEIN	Homo sapiens	116	163
CHEMBL5699	101504	Serine/threonine-protein kinase SIK2	Q9H0K1	SINGLE PROTEIN	Homo sapiens	545	970
CHEMBL5704	101509	Elongation of very long chain fatty acids protein 6	Q9H5J4	SINGLE PROTEIN	Homo sapiens	126	132
CHEMBL5711	101516	Phospholipase A2 alpha	P00623	SINGLE PROTEIN	Crotalus adamanteus	2	2
CHEMBL5712	101517	Deoxyribonuclease-1	P00639	SINGLE PROTEIN	Bos taurus	21	21
CHEMBL5713	101518	Type-2 restriction enzyme PstI	P00640	SINGLE PROTEIN	Providencia stuartii	4	4
CHEMBL1075021	102971	DNA gyrase subunit B	P0A4L9	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	35	35
CHEMBL1075023	102973	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	A0A0H2UPP7	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	3	3
CHEMBL1075032	102985	Adenosylhomocysteinase	O51933	SINGLE PROTEIN	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	2	6
CHEMBL1075035	102993	Beta-hexosaminidase	Q9KU37	SINGLE PROTEIN	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	11	11
CHEMBL5718	101299	Mitogen-activated protein kinase 8	P49185	SINGLE PROTEIN	Rattus norvegicus	26	32
CHEMBL5727	101308	Fatty acid desaturase 1	Q920R3	SINGLE PROTEIN	Rattus norvegicus	68	99
CHEMBL5728	101309	Cyclin-dependent kinase-like 2	Q92772	SINGLE PROTEIN	Homo sapiens	89	95
CHEMBL5732	101522	Beta-lactamase 1	P00809	SINGLE PROTEIN	Bacillus cereus	24	46
CHEMBL1075039	102544	Cytochrome P450 165B3	Q8RN04	SINGLE PROTEIN	Amycolatopsis orientalis	2	2
CHEMBL1075046	102556	Dihydrodipicolinate synthase	Q81WN7	SINGLE PROTEIN	Bacillus anthracis	13	13
CHEMBL1075050	102562	Dipeptidyl peptidase 1	Q3ZCJ8	SINGLE PROTEIN	Bos taurus	5	5
CHEMBL1075056	102574	Lanosterol synthase	Q04782	SINGLE PROTEIN	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	1	1
CHEMBL6176	102453	Inorganic polyphosphate/ATP-NAD kinase	P9WHV7	SINGLE PROTEIN	Mycobacterium tuberculosis	15	17
CHEMBL5211	17087	Arachidonate 5-lipoxygenase	P48999	SINGLE PROTEIN	Mus musculus	106	121
CHEMBL5861	101584	G protein-coupled receptor kinase 4	P32298	SINGLE PROTEIN	Homo sapiens	113	127
CHEMBL5863	101586	4-hydroxyphenylpyruvate dioxygenase	P32755	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL5905	101600	Aldo-keto reductase family 1 member C1	Q04828	SINGLE PROTEIN	Homo sapiens	298	399
CHEMBL5906	101601	Lipoprotein lipase	Q06000	SINGLE PROTEIN	Rattus norvegicus	23	23
CHEMBL5915	102714	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	P33908	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL5917	102719	Malate dehydrogenase, mitochondrial	P40926	SINGLE PROTEIN	Homo sapiens	102	131
CHEMBL5931	101385	Carbonic anhydrase	P53615	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	60	85
CHEMBL1075224	102922	Glycogen synthase kinase-3 alpha	P18265	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL5972	101401	Monoacylglycerol lipase ABHD12	Q99LR1	SINGLE PROTEIN	Mus musculus	11	13
CHEMBL5999	102658	3-keto-steroid reductase	P56937	SINGLE PROTEIN	Homo sapiens	191	330
CHEMBL1075231	102933	NADPH oxidase 1	Q9WV87	SINGLE PROTEIN	Rattus norvegicus	1	5
CHEMBL1075244	102949	Thymidine phosphorylase	Q5FVR2	SINGLE PROTEIN	Rattus norvegicus	28	38
CHEMBL6002	101407	Cell division cycle 2-like protein kinase 6	Q9BWU1	SINGLE PROTEIN	Homo sapiens	305	347
CHEMBL6005	101410	Serine/threonine-protein kinase 33	Q9BYT3	SINGLE PROTEIN	Homo sapiens	351	575
CHEMBL6016	102386	D-alanyl-D-alanine carboxypeptidase	P39045	SINGLE PROTEIN	Actinomadura sp. R39	80	132
CHEMBL6025	102663	DNA polymerase theta	O75417	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL6035	101420	Thioredoxin reductase 1, cytoplasmic	O89049	SINGLE PROTEIN	Rattus norvegicus	39216	45189
CHEMBL6037	101422	Vancomycin/teicoplanin A-type resistance protein vanA	P25051	SINGLE PROTEIN	Enterococcus faecium	6	8
CHEMBL6059	102867	DNA gyrase subunit B	A0QNE0	SINGLE PROTEIN	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	59	60
CHEMBL6072	102891	Malate dehydrogenase	Q6VVP7	SINGLE PROTEIN	Plasmodium falciparum	9	9
CHEMBL6077	102897	Superoxide dismutase [Fe]	Q9TW89	SINGLE PROTEIN	Plasmodium falciparum	1	1
CHEMBL6089	101440	Ubiquitin-conjugating enzyme E2 N	P61088	SINGLE PROTEIN	Homo sapiens	1210	1564
CHEMBL1075283	102833	Dual specificity protein kinase CLK4	O35493	SINGLE PROTEIN	Mus musculus	22	25
CHEMBL1075285	102836	Diacylglycerol O-acyltransferase 2	Q9DCV3	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL1075289	102840	Protein-tyrosine kinase 2-beta	Q9QVP9	SINGLE PROTEIN	Mus musculus	18	28
CHEMBL6132	101457	Carbepenem-hydrolyzing beta-lactamase KPC	Q9F663	SINGLE PROTEIN	Klebsiella pneumoniae	39	120
CHEMBL6140	102443	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	Q9QYJ6	SINGLE PROTEIN	Rattus norvegicus	1280	2210
CHEMBL6147	102450	Dihydrolipoyl dehydrogenase	Q6KCB6	SINGLE PROTEIN	Plasmodium falciparum	1	4
CHEMBL6153	102782	Threonine aspartase 1	Q9H6P5	SINGLE PROTEIN	Homo sapiens	7	11
CHEMBL1075294	102845	Indoleamine 2,3-dioxygenase 1	P28776	SINGLE PROTEIN	Mus musculus	129	138
CHEMBL6167	101465	Serine/threonine-protein kinase LATS1	O95835	SINGLE PROTEIN	Homo sapiens	99	137
CHEMBL6168	101466	Protein BAT5	O95870	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL1697657	103936	Peptidyl-prolyl cis-trans isomerase D	Q08752	SINGLE PROTEIN	Homo sapiens	29	67
CHEMBL1697664	103943	Nicotinamidase/pyrazinamidase	Q9ZHK8	SINGLE PROTEIN	Mycobacterium smegmatis	2	26
CHEMBL1697665	103944	PYRAZINAMIDASE/NICOTINAMIDAS PNCA (PZase)	Q93SP7	SINGLE PROTEIN	Mycobacterium bovis	2	2
CHEMBL1781858	104150	Casein kinase I isoform alpha	O19175	SINGLE PROTEIN	Sus scrofa	80	80
CHEMBL1681615	103908	Cytochrome P450 121	P9WPP7	SINGLE PROTEIN	Mycobacterium tuberculosis	4	4
CHEMBL1681625	103918	Firefly luciferase	Q27758	SINGLE PROTEIN	Photinus pyralis	19	19
CHEMBL3074	11896	Tyrosine-protein kinase SRC	P05480	SINGLE PROTEIN	Mus musculus	89	99
CHEMBL1293276	103709	Regulator of G-protein signaling 12	O14924	SINGLE PROTEIN	Homo sapiens	92	93
CHEMBL1743295	104080	Sulfotransferase 1C2	O00338	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL1255143	103554	Metallo-beta-lactamase	Q4F6N3	SINGLE PROTEIN	Acinetobacter baumannii	1	3
CHEMBL1741192	103988	Replicative DNA helicase	P9WMR3	SINGLE PROTEIN	Mycobacterium tuberculosis	2126	4206
CHEMBL1741200	103996	Putative hexokinase HKDC1	Q2TB90	SINGLE PROTEIN	Homo sapiens	436	676
CHEMBL1255163	103574	Probable protein-cysteine N-palmitoyltransferase porcupine	Q9H237	SINGLE PROTEIN	Homo sapiens	47	62
CHEMBL1667667	103859	Beta-galactosidase	P23780	SINGLE PROTEIN	Mus musculus	26	26
CHEMBL1287617	103619	UDP-glucuronosyltransferase 1-1	P22309	SINGLE PROTEIN	Homo sapiens	220	418
CHEMBL1667674	103866	Beta-hexosaminidase	Q9HZK0	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	6	11
CHEMBL1628475	103794	Fatty-acid amide hydrolase 2	Q6GMR7	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL1293297	103730	Bifunctional protein glmU	P9WMN3	SINGLE PROTEIN	Mycobacterium tuberculosis	125	125
CHEMBL1293307	103740	3C-like protease	Q3Y5H1	SINGLE PROTEIN	Infectious bronchitis virus	101	101
CHEMBL1293227	103660	Ubiquitin carboxyl-terminal hydrolase 2	O75604	SINGLE PROTEIN	Homo sapiens	8068	8744
CHEMBL1275210	103591	Stearoyl-CoA desaturase 5	Q86SK9	SINGLE PROTEIN	Homo sapiens	22	22
CHEMBL1741261	104019	Glutathione reductase	Q94655	SINGLE PROTEIN	Plasmodium falciparum K1	1	2
CHEMBL1293320	103753	Protein phosphatase methylesterase 1	Q9Y570	SINGLE PROTEIN	Homo sapiens	36	52
CHEMBL1641339	103821	PenB class A beta-lactamase	B8R6A5	SINGLE PROTEIN	Burkholderia cenocepacia	14	40
CHEMBL1287603	103605	DNA gyrase subunit B	C3SLN2	SINGLE PROTEIN	Escherichia coli	2	2
CHEMBL2096674	104829	Cyclooxygenase	O62664, O62698	PROTEIN FAMILY	Bos taurus	283	304
CHEMBL1795153	104233	Thymidylate synthase (EC 2.1.1.45) (TS) (TSase)	E2QDN0	SINGLE PROTEIN	Escherichia coli	9	9
CHEMBL2007628	104486	Tyrosine-protein phosphatase non-receptor type 5	P54829	SINGLE PROTEIN	Homo sapiens	233	275
CHEMBL1667679	103871	Beta-lactamase CTX-M-16	Q939N4	SINGLE PROTEIN	Escherichia coli	2	2
CHEMBL1741215	104011	Sentrin-specific protease 6	Q9GZR1	SINGLE PROTEIN	Homo sapiens	988	1069
CHEMBL1741221	104017	Cysteine protease ATG4B	Q9Y4P1	SINGLE PROTEIN	Homo sapiens	519	715
CHEMBL1671611	103898	Cytochrome P450 1A2	P00186	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL1795200	104280	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	Q8ZEY1	SINGLE PROTEIN	Yersinia pestis	6	6
CHEMBL2046264	104565	Renin	Q6DLS0	SINGLE PROTEIN	Macaca fascicularis	99	175
CHEMBL2010623	104491	1-deoxy-D-xylulose 5-phosphate reductoisomerase	A0QVH7	SINGLE PROTEIN	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	6	7
CHEMBL2052028	104570	Eukaryotic initiation factor 4A-I	P60842	SINGLE PROTEIN	Homo sapiens	47	133
CHEMBL6122	101447	Group XIIA secretory phospholipase A2	Q9BZM1	SINGLE PROTEIN	Homo sapiens	11	11
CHEMBL2052035	104577	Subtilisin-like protease	O61142	SINGLE PROTEIN	Plasmodium falciparum	35	42
CHEMBL2095180	104764	Carbonic anhydrase	O43570, P00915, P00918, P07451, P22748, P23280, P35218, P43166, Q16790, Q8N1Q1, Q9ULX7, Q9Y2D0	PROTEIN FAMILY	Homo sapiens	110	117
CHEMBL1907981	104306	Cytochrome P450 2B11	P24460	SINGLE PROTEIN	Canis familiaris	1	4
CHEMBL2094115	104697	MAP kinase p38	O15264, P53778, Q15759, Q16539	PROTEIN FAMILY	Homo sapiens	830	1302
CHEMBL2094267	104732	Phosphodiesterase 4	P14270, P14644, P14646, P54748	PROTEIN FAMILY	Rattus norvegicus	312	570
CHEMBL2096906	104843	Carbonic anhydrases; II & IX	P00918, Q16790	SELECTIVITY GROUP	Homo sapiens	207	262
CHEMBL2097161	104872	Phosphodiesterase, PDE1/PDE5	O76074, P54750, Q01064, Q14123	PROTEIN FAMILY	Homo sapiens	93	107
CHEMBL1914261	104357	Laccase	O94222	SINGLE PROTEIN	Trametes versicolor	2	6
CHEMBL1914267	104363	Estradiol 17-beta-dehydrogenase 1	P51657	SINGLE PROTEIN	Rattus norvegicus	10	12
CHEMBL1944493	104443	Proteasome subunit beta type-6	Q60692	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL1944498	104448	Carbonic anhydrase 3	Q3SZX4	SINGLE PROTEIN	Bos taurus	27	27
CHEMBL2094135	104717	Gamma-secretase	P49768, P49810, Q8WW43, Q92542, Q96BI3, Q9NZ42	PROTEIN COMPLEX	Homo sapiens	2308	4126
CHEMBL2094253	104725	Cyclooxygenase	P23219, P35354	PROTEIN FAMILY	Homo sapiens	874	1189
CHEMBL2111330	105025	Ribosomal protein S6 kinase (P70S6K)	P23443, Q9UBS0	PROTEIN COMPLEX	Homo sapiens	88	90
CHEMBL2111349	105051	Prostaglandin G/H synthase (cyclooxygenase)	P22437, Q05769	PROTEIN FAMILY	Mus musculus	155	169
CHEMBL2111353	105106	Serine/threonine-protein kinase AKT	P31749, P31751, Q9Y243	PROTEIN FAMILY	Homo sapiens	41	64
CHEMBL2111368	105056	Cathepsin (S and K)	P25774, P43235	SELECTIVITY GROUP	Homo sapiens	88	89
CHEMBL2111379	105070	Thrombin and urokinase-type plasminogen activator	P00734, P00749	SELECTIVITY GROUP	Homo sapiens	29	31
CHEMBL2111419	104928	Coagulation factor X and plasma kallikrein	P00742, P03952	SELECTIVITY GROUP	Homo sapiens	30	30
CHEMBL2111424	104934	Coagulation factor IX and X	P00740, P00742	SELECTIVITY GROUP	Homo sapiens	88	91
